0.83; -0.83; -8.257273482
0.88; -0.88; -13.03057255
0.93; -0.93; -16.36674105
0.98; -0.98; -17.92149403
1.03; -1.03; -17.52394501
1.08; -1.08; -15.1933336
1.13; -1.13; -11.13714212
1.18; -1.18; -5.730785831
1.23; -1.23; 0.519135329
1.28; -1.28; 7.024426292
1.33; -1.33; 13.17287348
1.38; -1.38; 18.38817255
1.43; -1.43; 22.18634105
1.48; -1.48; 24.22309403
1.53; -1.53; 24.32754501
1.58; -1.58; 22.5189336
1.63; -1.63; 19.00474212
1.68; -1.68; 14.16038583
1.73; -1.73; 8.492464671
1.78; -1.78; 2.589173708
1.83; -1.83; -2.937273482
1.88; -1.88; -7.510572548
1.93; -1.93; -10.64674105
1.98; -1.98; -12.00149403
2.03; -2.03; -11.40394501
2.08; -2.08; -8.873333601
2.13; -2.13; -4.617142119
2.18; -2.18; 0.989214169
2.23; -2.23; 7.439135329
2.28; -2.28; 14.14442629
2.33; -2.33; 20.49287348
2.38; -2.38; 25.90817255
2.43; -2.43; 29.90634105
2.48; -2.48; 32.14309403
2.53; -2.53; 32.44754501
2.58; -2.58; 30.8389336
2.63; -2.63; 27.52474212
2.68; -2.68; 22.88038583
2.73; -2.73; 17.41246467
2.78; -2.78; 11.70917371
2.83; -2.83; 6.382726518
2.88; -2.88; 2.009427452
2.93; -2.93; -0.926741049
2.98; -2.98; -2.081494026
3.03; -3.03; -1.283945015
3.08; -3.08; 1.446666399
3.13; -3.13; 5.902857881
3.18; -3.18; 11.70921417
3.23; -3.23; 18.35913533
3.28; -3.28; 25.26442629
3.33; -3.33; 31.81287348
3.38; -3.38; 37.42817255
3.43; -3.43; 41.62634105
3.48; -3.48; 44.06309403
3.53; -3.53; 44.56754501
3.58; -3.58; 43.1589336
3.63; -3.63; 40.04474212
3.68; -3.68; 35.60038583
3.73; -3.73; 30.33246467
3.78; -3.78; 24.82917371
3.83; -3.83; 19.70272652
3.88; -3.88; 15.52942745
3.93; -3.93; 12.79325895
3.98; -3.98; 11.83850597
4.03; -4.03; 12.83605499
4.08; -4.08; 15.7666664
4.13; -4.13; 20.42285788
4.18; -4.18; 26.42921417
4.23; -4.23; 33.27913533
4.28; -4.28; 40.38442629
4.33; -4.33; 47.13287348
4.38; -4.38; 52.94817255
4.43; -4.43; 57.34634105
4.48; -4.48; 59.98309403
4.53; -4.53; 60.68754501
4.58; -4.58; 59.4789336
4.63; -4.63; 56.56474212
4.68; -4.68; 52.32038583
4.73; -4.73; 47.25246467
4.78; -4.78; 41.94917371
4.83; -4.83; 37.02272652
4.88; -4.88; 33.04942745
4.93; -4.93; 30.51325895
4.98; -4.98; 29.75850597
5.03; -5.03; 30.95605499
5.08; -5.08; 34.0866664
5.12; -5.12; 37.84942745
